114,tcp,106.0,No,No,502.171,2.96,202.35,107.64,1.00,1.00,60.36,1.00,1.04,1.00,122.82,1.00
114,udp,53.6,No,No,502.171,2.96,202.35,107.64,1.00,1.00,60.36,1.00,1.04,1.00,122.82,1.00
adguard,rfc8484,91.0,No,No,214.401,2.96,202.35,1.00,1.00,1.00,1.00,1.00,1.04,1.00,1.05,1.00
adguard,tcp,0.8,No,No,214.401,2.96,202.35,1.00,1.00,1.00,1.00,1.00,1.04,1.00,1.05,1.00
adguard,tls,133.6,No,No,214.613,2.96,202.35,1.00,1.00,1.00,1.00,1.21,1.04,1.00,1.05,1.00
adguard,udp,0.0,No,No,214.401,2.96,202.35,1.00,1.00,1.00,1.00,1.00,1.04,1.00,1.05,1.00
alidns,rfc8484,1751.2,Yes,Yes,446.354,1.06,129.28,38.48,1.00,10.35,50.91,88.66,1.04,1.00,123.56,1.00
alidns,tcp,1292.6,No,Yes,1024.992,2.01,202.35,148.09,1.00,10.35,50.91,113.07,1.04,371.61,123.56,1.00
alidns,tls,3940.4,No,Yes,1061.799,2.01,202.35,93.29,1.00,10.35,38.20,140.36,1.04,371.61,200.59,1.00
alidns,udp,182.8,Yes,Yes,834.843,2.96,202.35,148.09,1.00,10.35,38.20,119.98,1.04,186.30,123.56,1.00
baidu,udp,152.0,No,No,2148.733,6.18,423.33,405.49,8.22,8.74,213.03,296.21,381.61,1.00,403.91,1.00
cloudflare,rfc8484,163.2,No,No,215.643,2.96,202.35,1.61,1.00,1.00,1.00,1.14,1.04,1.00,1.53,1.00
cloudflare,tcp,1.4,No,No,215.643,2.96,202.35,1.61,1.00,1.00,1.00,1.14,1.04,1.00,1.53,1.00
cloudflare,tls,92.6,No,No,215.643,2.96,202.35,1.61,1.00,1.00,1.00,1.14,1.04,1.00,1.53,1.00
cloudflare,udp,0.8,No,No,215.643,2.96,202.35,1.61,1.00,1.00,1.00,1.14,1.04,1.00,1.53,1.00
cnnic,udp,201.5,Yes,No,2908.146,7.49,533.90,405.49,11.01,11.86,285.68,412.85,381.61,371.61,465.87,20.79
comodo,tcp,7.0,No,No,511.675,1.06,202.35,1.00,1.00,1.00,1.00,300.05,1.04,1.00,1.17,1.00
comodo,udp,1.6,No,No,511.675,1.06,202.35,1.00,1.00,1.00,1.00,300.05,1.04,1.00,1.17,1.00
containerpi,google,601.0,No,No,1297.206,4.44,253.33,128.30,6.91,1.00,167.95,300.05,1.04,1.00,432.18,1.00
containerpi,rfc8484,480.2,No,No,1514.383,2.96,304.30,255.60,6.91,8.74,200.60,300.05,1.04,1.00,432.18,1.00
containerpi,tls,367.4,No,No,1454.738,4.44,304.41,328.07,6.91,8.74,167.95,300.05,1.04,1.00,331.12,1.00
dnslify,rfc8484,159.2,No,No,40880.245,1.06,72.54,39.27,530.11,574.42,13908.21,44.66,1.04,1.00,25706.94,1.00
dnslify,tcp,43.6,No,No,89855.117,400.14,27397.26,21231.42,530.11,574.42,13908.21,44.66,1.04,1.00,25706.94,59.91
dnslify,udp,19.4,No,No,40939.156,1.06,72.54,39.27,530.11,574.42,13908.21,44.66,1.04,1.00,25706.94,59.91
dnspai,udp,172.8,Yes,No,2374.501,7.65,450.03,380.79,9.47,12.10,233.25,46.82,381.61,366.13,465.87,20.79
dnspod,tcp,not available
dnspod,udp,217.0,Yes,Yes,523.060,1.06,202.35,56.63,1.00,8.74,190.32,11.90,1.04,1.00,48.00,1.00
dns-watch,tcp,305.6666666666667,No,No,1631.270,6.02,412.45,291.39,8.22,8.74,197.44,346.04,1.04,1.00,357.91,1.00
dns-watch,udp,142.8,No,No,1631.270,6.02,412.45,291.39,8.22,8.74,197.44,346.04,1.04,1.00,357.91,1.00
